2025-07-22 15:55:21 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:17:04 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=disabled
2025-07-22 17:17:04 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:17:05 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:17:05 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:17:05 | INFO     | __init__        | 📊 Transformer Encoder initialized: 44,893,184 total params, 44,893,184 trainable params
2025-07-22 17:17:05 | INFO     | __init__        | 📊 Hybrid Model initialized: 106,006,593 total params, 106,006,593 trainable params
2025-07-22 17:17:13 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=enabled
2025-07-22 17:17:13 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:17:13 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:17:13 | INFO     | __init__        | 🏗️  Initializing Tissue Context Encoder: 2 patches, patch_size=7, embed_dim=256
2025-07-22 17:17:13 | INFO     | __init__        | 📊 Tissue Context Encoder initialized: 2,940,160 total params, 2,940,160 trainable params
2025-07-22 17:17:13 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:17:13 | INFO     | __init__        | 📊 Transformer Encoder initialized: 45,089,792 total params, 45,089,792 trainable params
2025-07-22 17:17:13 | INFO     | __init__        | 📊 Hybrid Model initialized: 109,143,361 total params, 109,143,361 trainable params
2025-07-22 17:17:13 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=disabled
2025-07-22 17:17:13 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:17:14 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:17:14 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:17:14 | INFO     | __init__        | 📊 Transformer Encoder initialized: 44,893,184 total params, 44,893,184 trainable params
2025-07-22 17:17:14 | INFO     | __init__        | 📊 Hybrid Model initialized: 106,006,593 total params, 106,006,593 trainable params
2025-07-22 17:17:14 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=enabled
2025-07-22 17:17:14 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:17:14 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:17:14 | INFO     | __init__        | 🏗️  Initializing Tissue Context Encoder: 2 patches, patch_size=7, embed_dim=256
2025-07-22 17:17:14 | INFO     | __init__        | 📊 Tissue Context Encoder initialized: 2,940,160 total params, 2,940,160 trainable params
2025-07-22 17:17:14 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:17:14 | INFO     | __init__        | 📊 Transformer Encoder initialized: 45,089,792 total params, 45,089,792 trainable params
2025-07-22 17:17:14 | INFO     | __init__        | 📊 Hybrid Model initialized: 109,143,361 total params, 109,143,361 trainable params
2025-07-22 17:17:14 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=disabled
2025-07-22 17:17:14 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:17:15 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:17:15 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:17:15 | INFO     | __init__        | 📊 Transformer Encoder initialized: 44,893,184 total params, 44,893,184 trainable params
2025-07-22 17:17:15 | INFO     | __init__        | 📊 Hybrid Model initialized: 106,006,593 total params, 106,006,593 trainable params
2025-07-22 17:24:57 | INFO     | _test_infrastructure | Model test log
2025-07-22 17:25:32 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:25:33 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:25:35 | INFO     | __init__        | 🏗️  Initializing Tissue Context Encoder: 2 patches, patch_size=(7, 7, 7), embed_dim=256
2025-07-22 17:25:35 | INFO     | __init__        | 📊 Tissue Context Encoder initialized: 2,940,160 total params, 2,940,160 trainable params
2025-07-22 17:25:35 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=disabled
2025-07-22 17:25:35 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:25:35 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:25:35 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:25:35 | INFO     | __init__        | 📊 Transformer Encoder initialized: 44,893,184 total params, 44,893,184 trainable params
2025-07-22 17:25:35 | INFO     | __init__        | 📊 Hybrid Model initialized: 106,006,593 total params, 106,006,593 trainable params
2025-07-22 17:25:44 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=enabled
2025-07-22 17:25:44 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:25:44 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:25:44 | INFO     | __init__        | 🏗️  Initializing Tissue Context Encoder: 2 patches, patch_size=7, embed_dim=256
2025-07-22 17:25:44 | INFO     | __init__        | 📊 Tissue Context Encoder initialized: 2,940,160 total params, 2,940,160 trainable params
2025-07-22 17:25:44 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:25:44 | INFO     | __init__        | 📊 Transformer Encoder initialized: 45,089,792 total params, 45,089,792 trainable params
2025-07-22 17:25:44 | INFO     | __init__        | 📊 Hybrid Model initialized: 109,143,361 total params, 109,143,361 trainable params
2025-07-22 17:25:44 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=disabled
2025-07-22 17:25:44 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:25:44 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:25:44 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:25:45 | INFO     | __init__        | 📊 Transformer Encoder initialized: 44,893,184 total params, 44,893,184 trainable params
2025-07-22 17:25:45 | INFO     | __init__        | 📊 Hybrid Model initialized: 106,006,593 total params, 106,006,593 trainable params
2025-07-22 17:25:45 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=enabled
2025-07-22 17:25:45 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:25:45 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:25:45 | INFO     | __init__        | 🏗️  Initializing Tissue Context Encoder: 2 patches, patch_size=7, embed_dim=256
2025-07-22 17:25:45 | INFO     | __init__        | 📊 Tissue Context Encoder initialized: 2,940,160 total params, 2,940,160 trainable params
2025-07-22 17:25:45 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:25:45 | INFO     | __init__        | 📊 Transformer Encoder initialized: 45,089,792 total params, 45,089,792 trainable params
2025-07-22 17:25:45 | INFO     | __init__        | 📊 Hybrid Model initialized: 109,143,361 total params, 109,143,361 trainable params
2025-07-22 17:25:45 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=disabled
2025-07-22 17:25:45 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:25:46 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:25:46 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:25:46 | INFO     | __init__        | 📊 Transformer Encoder initialized: 44,893,184 total params, 44,893,184 trainable params
2025-07-22 17:25:46 | INFO     | __init__        | 📊 Hybrid Model initialized: 106,006,593 total params, 106,006,593 trainable params
2025-07-22 17:28:43 | INFO     | _test_infrastructure | Model test log
2025-07-22 17:28:57 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:28:57 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:28:59 | INFO     | __init__        | 🏗️  Initializing Tissue Context Encoder: 2 patches, patch_size=(7, 7, 7), embed_dim=256
2025-07-22 17:28:59 | INFO     | __init__        | 📊 Tissue Context Encoder initialized: 2,940,160 total params, 2,940,160 trainable params
2025-07-22 17:28:59 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=disabled
2025-07-22 17:28:59 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:28:59 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:28:59 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:29:00 | INFO     | __init__        | 📊 Transformer Encoder initialized: 44,893,184 total params, 44,893,184 trainable params
2025-07-22 17:29:00 | INFO     | __init__        | 📊 Hybrid Model initialized: 106,006,593 total params, 106,006,593 trainable params
2025-07-22 17:29:01 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=disabled
2025-07-22 17:29:01 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:29:02 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:29:02 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:29:02 | INFO     | __init__        | 📊 Transformer Encoder initialized: 44,893,184 total params, 44,893,184 trainable params
2025-07-22 17:29:02 | INFO     | __init__        | 📊 Hybrid Model initialized: 106,006,593 total params, 106,006,593 trainable params
2025-07-22 17:29:02 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=enabled
2025-07-22 17:29:02 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:29:02 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:29:02 | INFO     | __init__        | 🏗️  Initializing Tissue Context Encoder: 2 patches, patch_size=7, embed_dim=256
2025-07-22 17:29:02 | INFO     | __init__        | 📊 Tissue Context Encoder initialized: 2,940,160 total params, 2,940,160 trainable params
2025-07-22 17:29:02 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:29:03 | INFO     | __init__        | 📊 Transformer Encoder initialized: 45,089,792 total params, 45,089,792 trainable params
2025-07-22 17:29:03 | INFO     | __init__        | 📊 Hybrid Model initialized: 109,143,361 total params, 109,143,361 trainable params
2025-07-22 17:29:05 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=disabled
2025-07-22 17:29:05 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:29:06 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:29:06 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:29:06 | INFO     | __init__        | 📊 Transformer Encoder initialized: 44,893,184 total params, 44,893,184 trainable params
2025-07-22 17:29:06 | INFO     | __init__        | 📊 Hybrid Model initialized: 106,006,593 total params, 106,006,593 trainable params
2025-07-22 17:29:08 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=enabled
2025-07-22 17:29:08 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:29:08 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:29:08 | INFO     | __init__        | 🏗️  Initializing Tissue Context Encoder: 2 patches, patch_size=7, embed_dim=256
2025-07-22 17:29:08 | INFO     | __init__        | 📊 Tissue Context Encoder initialized: 2,940,160 total params, 2,940,160 trainable params
2025-07-22 17:29:08 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:29:08 | INFO     | __init__        | 📊 Transformer Encoder initialized: 45,089,792 total params, 45,089,792 trainable params
2025-07-22 17:29:08 | INFO     | __init__        | 📊 Hybrid Model initialized: 109,143,361 total params, 109,143,361 trainable params
2025-07-22 17:29:25 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=enabled
2025-07-22 17:29:25 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:29:25 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:29:25 | INFO     | __init__        | 🏗️  Initializing Tissue Context Encoder: 2 patches, patch_size=7, embed_dim=256
2025-07-22 17:29:25 | INFO     | __init__        | 📊 Tissue Context Encoder initialized: 2,940,160 total params, 2,940,160 trainable params
2025-07-22 17:29:25 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:29:25 | INFO     | __init__        | 📊 Transformer Encoder initialized: 45,089,792 total params, 45,089,792 trainable params
2025-07-22 17:29:25 | INFO     | __init__        | 📊 Hybrid Model initialized: 109,143,361 total params, 109,143,361 trainable params
2025-07-22 17:40:54 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=disabled
2025-07-22 17:40:54 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:40:55 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:40:55 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:40:55 | INFO     | __init__        | 📊 Transformer Encoder initialized: 44,893,184 total params, 44,893,184 trainable params
2025-07-22 17:40:55 | INFO     | __init__        | 📊 Hybrid Model initialized: 106,006,593 total params, 106,006,593 trainable params
2025-07-22 17:40:55 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=enabled
2025-07-22 17:40:55 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:40:55 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:40:55 | INFO     | __init__        | 🏗️  Initializing Tissue Context Encoder: 2 patches, patch_size=7, embed_dim=256
2025-07-22 17:40:55 | INFO     | __init__        | 📊 Tissue Context Encoder initialized: 2,940,160 total params, 2,940,160 trainable params
2025-07-22 17:40:55 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:40:56 | INFO     | __init__        | 📊 Transformer Encoder initialized: 45,089,792 total params, 45,089,792 trainable params
2025-07-22 17:40:56 | INFO     | __init__        | 📊 Hybrid Model initialized: 109,143,361 total params, 109,143,361 trainable params
2025-07-22 17:40:56 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=disabled
2025-07-22 17:40:56 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:40:56 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:40:56 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:40:57 | INFO     | __init__        | 📊 Transformer Encoder initialized: 44,893,184 total params, 44,893,184 trainable params
2025-07-22 17:40:57 | INFO     | __init__        | 📊 Hybrid Model initialized: 106,006,593 total params, 106,006,593 trainable params
2025-07-22 17:47:17 | INFO     | _test_infrastructure | Model test log
2025-07-22 17:47:52 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:47:53 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:47:54 | INFO     | __init__        | 🏗️  Initializing Tissue Context Encoder: 2 patches, patch_size=(7, 7, 7), embed_dim=256
2025-07-22 17:47:54 | INFO     | __init__        | 📊 Tissue Context Encoder initialized: 2,940,160 total params, 2,940,160 trainable params
2025-07-22 17:47:54 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 8 heads, embed_dim=768
2025-07-22 17:47:55 | INFO     | __init__        | 📊 Transformer Encoder initialized: 46,269,952 total params, 46,269,952 trainable params
2025-07-22 17:47:55 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=disabled
2025-07-22 17:47:55 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:47:55 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:47:55 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:47:55 | INFO     | __init__        | 📊 Transformer Encoder initialized: 44,893,184 total params, 44,893,184 trainable params
2025-07-22 17:47:55 | INFO     | __init__        | 📊 Hybrid Model initialized: 106,006,593 total params, 106,006,593 trainable params
2025-07-22 17:47:57 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=disabled
2025-07-22 17:47:57 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:47:57 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:47:57 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:47:57 | INFO     | __init__        | 📊 Transformer Encoder initialized: 44,893,184 total params, 44,893,184 trainable params
2025-07-22 17:47:57 | INFO     | __init__        | 📊 Hybrid Model initialized: 106,006,593 total params, 106,006,593 trainable params
2025-07-22 17:47:57 | INFO     | __init__        | 🏗️  Initializing Hybrid CNN-Transformer: stage1 mode, tissue_patches=enabled
2025-07-22 17:47:57 | INFO     | __init__        | 🏗️  Initializing CNN Autoencoder: input_channels=1, output_size=(64, 64, 64), base_channels=64
2025-07-22 17:47:58 | INFO     | __init__        | 📊 CNN Autoencoder initialized: 61,113,409 total params, 61,113,409 trainable params
2025-07-22 17:47:58 | INFO     | __init__        | 🏗️  Initializing Tissue Context Encoder: 2 patches, patch_size=7, embed_dim=256
2025-07-22 17:47:58 | INFO     | __init__        | 📊 Tissue Context Encoder initialized: 2,940,160 total params, 2,940,160 trainable params
2025-07-22 17:47:58 | INFO     | __init__        | 🏗️  Initializing Transformer Encoder: 6 layers, 12 heads, embed_dim=768
2025-07-22 17:47:58 | INFO     | __init__        | 📊 Transformer Encoder initialized: 45,089,792 total params, 45,089,792 trainable params
2025-07-22 17:47:58 | INFO     | __init__        | 📊 Hybrid Model initialized: 109,143,361 total params, 109,143,361 trainable params
